Source,Target,Type,Id,Label,Weight
21891,23132,Undirected,44849,,4
21891,23133,Undirected,44850,,4
21891,23146,Undirected,44851,,4
21891,23165,Undirected,44852,,4
21891,23167,Undirected,44853,,4
21891,23176,Undirected,44854,,6
21891,23177,Undirected,44855,,4
21891,23188,Undirected,44856,,4
21891,23193,Undirected,44857,,8
21891,23194,Undirected,44858,,10
21891,23198,Undirected,44859,,4
21891,23201,Undirected,44860,,6
21891,23205,Undirected,44861,,4
21891,23209,Undirected,44862,,4
21891,23210,Undirected,44863,,4
21891,23221,Undirected,44864,,4
21891,23229,Undirected,44865,,10
21891,23238,Undirected,44866,,4
21891,23240,Undirected,44867,,4
21891,23241,Undirected,44868,,4
21891,23243,Undirected,44869,,8
21891,23245,Undirected,44870,,4
21891,23263,Undirected,44871,,6
21891,23265,Undirected,44872,,4
21891,23266,Undirected,44873,,4
21891,23275,Undirected,44874,,6
21891,23280,Undirected,44875,,4
21891,23284,Undirected,44876,,4
21891,23285,Undirected,44877,,4
21891,23289,Undirected,44878,,4
21891,23290,Undirected,44879,,4
21891,23291,Undirected,44880,,4
21891,23292,Undirected,44881,,4
21891,23298,Undirected,44882,,4
21891,23300,Undirected,44883,,6
21891,23301,Undirected,44884,,4
21891,23310,Undirected,44885,,6
21891,23311,Undirected,44886,,4
21891,23319,Undirected,44887,,4
21891,23321,Undirected,44888,,3
21891,23322,Undirected,44889,,4
21891,23348,Undirected,44890,,4
21891,23355,Undirected,44891,,3
21891,23356,Undirected,44892,,4
21891,23369,Undirected,44893,,4
21891,23370,Undirected,44894,,4
21891,23371,Undirected,44895,,6
21891,23372,Undirected,44896,,6
21891,23389,Undirected,44897,,4
21891,23390,Undirected,44898,,6
21891,23395,Undirected,44899,,6
21891,23396,Undirected,44900,,6
21891,23433,Undirected,44901,,4
21891,23439,Undirected,44902,,6
21891,23461,Undirected,44903,,6
21891,23493,Undirected,44904,,6
21891,23497,Undirected,44905,,6
21891,23502,Undirected,44906,,4
21891,23506,Undirected,44907,,4
21891,23516,Undirected,44908,,4
21891,23517,Undirected,44909,,4
21891,23534,Undirected,44910,,4
21891,23559,Undirected,44911,,4
21891,23570,Undirected,44912,,8
21891,23571,Undirected,44913,,6
21891,35970,Undirected,44914,,4
21891,47566,Undirected,44915,,3
21891,48187,Undirected,44916,,4
21891,70006,Undirected,44917,,4
21891,71459,Undirected,44918,,4
21891,71477,Undirected,44919,,4
21891,79321,Undirected,44920,,4
21891,82482,Undirected,44921,,4
21891,82551,Undirected,44922,,4
21891,82552,Undirected,44923,,6
21891,82578,Undirected,44924,,4
21891,82580,Undirected,44925,,4
21891,82581,Undirected,44926,,4
21891,82583,Undirected,44927,,4
21891,82600,Undirected,44928,,4
21891,84012,Undirected,44929,,4
21891,84077,Undirected,44930,,8
21891,84347,Undirected,44931,,6
21891,84692,Undirected,44932,,8
21891,84755,Undirected,44933,,6
21891,84792,Undirected,44934,,6
21891,84879,Undirected,44935,,4
21891,84945,Undirected,44936,,4
21891,84978,Undirected,44937,,4
21891,84988,Undirected,44938,,4
21891,84992,Undirected,44939,,4
21891,85048,Undirected,44940,,6
21891,85066,Undirected,44941,,4
21891,85202,Undirected,44942,,4
21891,90099,Undirected,44943,,4
21891,15056BL,Undirected,44944,,6
21891,15056N,Undirected,44945,,6
21891,15056P,Undirected,44946,,4
21891,47590B,Undirected,44947,,4
21891,47599A,Undirected,44948,,4
21891,84030E,Undirected,44949,,4
21891,84968A,Undirected,44950,,4
21891,84968C,Undirected,44951,,4
21891,84971S,Undirected,44952,,4
21891,84997B,Undirected,44953,,4
21891,84997C,Undirected,44954,,6
21891,84997D,Undirected,44955,,4
21891,85014A,Undirected,44956,,6
21891,85014B,Undirected,44957,,4
21891,85099B,Undirected,44958,,2
21891,85099F,Undirected,44959,,4
21891,85123A,Undirected,44960,,6
21891,85194S,Undirected,44961,,4
21891,85199S,Undirected,44962,,4
21892,20914,Undirected,44974,,3
21892,21034,Undirected,44986,,7
21892,21080,Undirected,44987,,3
21892,21136,Undirected,44988,,2
21892,21733,Undirected,45014,,2
21892,21899,Undirected,45024,,6
21892,21900,Undirected,45025,,4
21892,21912,Undirected,45026,,4
21892,21914,Undirected,45027,,10
21892,21915,Undirected,45028,,12
21892,21917,Undirected,45029,,6
21892,21931,Undirected,45030,,4
21892,21977,Undirected,45031,,2
21892,21980,Undirected,45032,,4
21892,21985,Undirected,45033,,8
21892,22029,Undirected,45034,,4
21892,22077,Undirected,45035,,4
21892,22078,Undirected,45036,,4
21892,22081,Undirected,45037,,4
21892,22082,Undirected,45038,,4
21892,22086,Undirected,45039,,3
21892,22110,Undirected,45040,,4
21892,22111,Undirected,45041,,6
21892,22112,Undirected,45042,,3
21892,22113,Undirected,45043,,4
21892,22114,Undirected,45044,,6
21892,22131,Undirected,45045,,4
21892,22138,Undirected,45046,,7
21892,22139,Undirected,45047,,8
21892,22147,Undirected,45048,,12
21892,22149,Undirected,45049,,6
21892,22150,Undirected,45050,,10
21892,22158,Undirected,45051,,4
21892,22169,Undirected,45052,,4
21892,22173,Undirected,45053,,6
21892,22178,Undirected,45054,,3
21892,22188,Undirected,45055,,4
21892,22189,Undirected,45056,,4
21892,22191,Undirected,45057,,6
21892,22197,Undirected,45058,,3
21892,22295,Undirected,45059,,4
21892,22358,Undirected,45060,,4
21892,22367,Undirected,45061,,4
21892,22375,Undirected,45062,,6
21892,22376,Undirected,45063,,4
21892,22382,Undirected,45064,,4
21892,22383,Undirected,45065,,4
21892,22423,Undirected,45066,,4
21892,22431,Undirected,45067,,4
21892,22434,Undirected,45068,,4
21892,22441,Undirected,45069,,4
21892,22457,Undirected,45070,,3
21892,22467,Undirected,45071,,8
21892,22469,Undirected,45072,,2
21892,22470,Undirected,45073,,3
21892,22474,Undirected,45074,,6
21892,22489,Undirected,45075,,6
21892,22492,Undirected,45076,,4
21892,22507,Undirected,45077,,4
21892,22531,Undirected,45078,,6
21892,22537,Undirected,45079,,4
21892,22540,Undirected,45080,,4
21892,22548,Undirected,45081,,6
21892,22549,Undirected,45082,,8
21892,22550,Undirected,45083,,6
21892,22554,Undirected,45084,,4
21892,22555,Undirected,45085,,4
21892,22556,Undirected,45086,,4
21892,22561,Undirected,45087,,12
21892,22563,Undirected,45088,,4
21892,22565,Undirected,45089,,4
21892,22577,Undirected,45090,,2
21892,22578,Undirected,45091,,4
21892,22583,Undirected,45092,,4
21892,22586,Undirected,45093,,4
21892,22603,Undirected,45094,,4
21892,22617,Undirected,45095,,6
21892,22619,Undirected,45096,,14
21892,22620,Undirected,45097,,34
21892,22621,Undirected,45098,,22
21892,22622,Undirected,45099,,8
21892,22623,Undirected,45100,,10
21892,22629,Undirected,45101,,4
21892,22632,Undirected,45102,,6
21892,22633,Undirected,45103,,4
21892,22635,Undirected,45104,,8
21892,22636,Undirected,45105,,4
21892,22637,Undirected,45106,,6
21892,22649,Undirected,45107,,4
21892,22652,Undirected,45108,,10
21892,22665,Undirected,45109,,4
21892,22666,Undirected,45110,,6
21892,22667,Undirected,45111,,4
21892,22668,Undirected,45112,,6
21892,22669,Undirected,45113,,8
21892,22673,Undirected,45114,,4
21892,22690,Undirected,45115,,4
21892,22692,Undirected,45116,,4
21892,22697,Undirected,45117,,4
21892,22699,Undirected,45118,,6
21892,22712,Undirected,45119,,4
21892,22714,Undirected,45120,,4
21892,22720,Undirected,45121,,4
21892,22721,Undirected,45122,,4
21892,22722,Undirected,45123,,10
21892,22725,Undirected,45124,,4
21892,22726,Undirected,45125,,4
21892,22743,Undirected,45126,,4
21892,22745,Undirected,45127,,10
21892,22746,Undirected,45128,,8
21892,22747,Undirected,45129,,6
21892,22748,Undirected,45130,,10
21892,22750,Undirected,45131,,4
21892,22773,Undirected,45132,,4
21892,22776,Undirected,45133,,4
21892,22780,Undirected,45134,,4
21892,22784,Undirected,45135,,4
21892,22791,Undirected,45136,,4
21892,22798,Undirected,45137,,8
21892,22800,Undirected,45138,,8
21892,22801,Undirected,45139,,4
21892,22822,Undirected,45140,,4
21892,22831,Undirected,45141,,4
21892,22835,Undirected,45142,,6
21892,22844,Undirected,45143,,6
21892,22845,Undirected,45144,,8
21892,22867,Undirected,45145,,3
21892,22899,Undirected,45146,,6
21892,22908,Undirected,45147,,4
21892,22925,Undirected,45148,,4
21892,22926,Undirected,45149,,4
21892,22941,Undirected,45150,,6
21892,22960,Undirected,45151,,4
21892,22961,Undirected,45152,,2
21892,22969,Undirected,45153,,2
21892,22992,Undirected,45154,,4
21892,22993,Undirected,45155,,2
21892,23029,Undirected,45156,,4
21892,23035,Undirected,45157,,6
21892,23084,Undirected,45158,,4
21892,23100,Undirected,45159,,4
21892,23103,Undirected,45160,,4
21892,23108,Undirected,45161,,4
21892,23133,Undirected,45162,,4
21892,23146,Undirected,45163,,4
21892,23165,Undirected,45164,,4
21892,23169,Undirected,45165,,4
21892,23176,Undirected,45166,,4
21892,23177,Undirected,45167,,6
21892,23188,Undirected,45168,,4
21892,23190,Undirected,45169,,4
21892,23193,Undirected,45170,,10
21892,23194,Undirected,45171,,6
21892,23196,Undirected,45172,,4
21892,23197,Undirected,45173,,6
21892,23198,Undirected,45174,,6
21892,23199,Undirected,45175,,6
21892,23200,Undirected,45176,,4
21892,23201,Undirected,45177,,4
21892,23202,Undirected,45178,,6
21892,23206,Undirected,45179,,6
21892,23209,Undirected,45180,,6
21892,23213,Undirected,45181,,4
21892,23229,Undirected,45182,,8
21892,23230,Undirected,45183,,4
21892,23232,Undirected,45184,,4
21892,23238,Undirected,45185,,4
21892,23245,Undirected,45186,,10
21892,23263,Undirected,45187,,4
21892,23266,Undirected,45188,,4
21892,23275,Undirected,45189,,4
21892,23284,Undirected,45190,,4
21892,23289,Undirected,45191,,4
21892,23291,Undirected,45192,,4
21892,23298,Undirected,45193,,3
21892,23300,Undirected,45194,,6
21892,23301,Undirected,45195,,4
21892,23309,Undirected,45196,,6
21892,23322,Undirected,45197,,4
21892,23323,Undirected,45198,,4
21892,23328,Undirected,45199,,4
21892,23332,Undirected,45200,,4
21892,23344,Undirected,45201,,4
21892,23348,Undirected,45202,,4
21892,23355,Undirected,45203,,2
21892,23356,Undirected,45204,,4
21892,23366,Undirected,45205,,4
21892,23370,Undirected,45206,,4
21892,23371,Undirected,45207,,4
21892,23372,Undirected,45208,,4
21892,23423,Undirected,45209,,4
21892,23439,Undirected,45210,,4
21892,23480,Undirected,45211,,4
21892,23493,Undirected,45212,,4
21892,23494,Undirected,45213,,6
21892,23497,Undirected,45214,,4
21892,23503,Undirected,45215,,4
21892,23516,Undirected,45216,,4
21892,23517,Undirected,45217,,4
21892,23569,Undirected,45218,,4
21892,23570,Undirected,45219,,8
21892,35970,Undirected,45220,,4
21892,37448,Undirected,45221,,4
21892,47566,Undirected,45222,,5
21892,48187,Undirected,45223,,4
21892,48194,Undirected,45224,,4
21892,72741,Undirected,45225,,4
21892,75178,Undirected,45226,,4
21892,79321,Undirected,45227,,4
21892,82552,Undirected,45228,,4
21892,82583,Undirected,45229,,4
21892,82600,Undirected,45230,,6
21892,84077,Undirected,45231,,6
21892,84356,Undirected,45232,,4
21892,84375,Undirected,45233,,6
21892,84755,Undirected,45234,,4
21892,84792,Undirected,45235,,6
21892,84836,Undirected,45236,,3
21892,84879,Undirected,45237,,3
21892,84945,Undirected,45238,,4
21892,84949,Undirected,45239,,4
21892,84978,Undirected,45240,,8
21892,84988,Undirected,45241,,4
21892,85053,Undirected,45242,,4
21892,85214,Undirected,45243,,4
21892,15056BL,Undirected,45244,,4
21892,35004C,Undirected,45245,,4
21892,47599A,Undirected,45246,,4
21892,72351B,Undirected,45247,,4
21892,75049L,Undirected,45248,,4
21892,84279P,Undirected,45249,,6
21892,84558A,Undirected,45250,,4
21892,85014A,Undirected,45251,,4
21892,85014B,Undirected,45252,,4
21892,85049C,Undirected,45253,,4
21892,85049E,Undirected,45254,,6
21892,85049G,Undirected,45255,,4
21892,85099C,Undirected,45256,,4
21892,85123A,Undirected,45257,,6
21892,85199S,Undirected,45258,,4
21892,M,Undirected,45259,,4
21894,21034,Undirected,45264,,5
21894,21896,Undirected,45271,,6
21894,21900,Undirected,45272,,4
21894,21928,Undirected,45273,,4
21894,21975,Undirected,45274,,4
21894,22082,Undirected,45275,,4
21894,22091,Undirected,45276,,6
21894,22098,Undirected,45277,,4
21894,22113,Undirected,45278,,3
21894,22197,Undirected,45279,,2
21894,22423,Undirected,45280,,3
21894,22441,Undirected,45281,,4
21894,22443,Undirected,45282,,4
21894,22477,Undirected,45283,,4
21894,22478,Undirected,45284,,4
21894,22488,Undirected,45285,,6
21894,22535,Undirected,45286,,4
21894,22536,Undirected,45287,,4
21894,22666,Undirected,45288,,2
21894,22720,Undirected,45289,,3
21894,22839,Undirected,45290,,4
21894,22906,Undirected,45291,,4
21894,22916,Undirected,45292,,6
21894,22917,Undirected,45293,,6
21894,22918,Undirected,45294,,6
21894,22919,Undirected,45295,,6
21894,22920,Undirected,45296,,6
21894,22921,Undirected,45297,,6
21894,22960,Undirected,45298,,2
21894,22972,Undirected,45299,,4
21894,23091,Undirected,45300,,4
21894,23293,Undirected,45301,,4
21894,23294,Undirected,45302,,4
21894,23295,Undirected,45303,,4
21894,23296,Undirected,45304,,4
21894,23300,Undirected,45305,,8
21894,23301,Undirected,45306,,3
21894,23321,Undirected,45307,,2
21894,23350,Undirected,45308,,4
21894,23353,Undirected,45309,,4
21894,23354,Undirected,45310,,6
21894,23378,Undirected,45311,,4
21894,48138,Undirected,45312,,4
21894,82551,Undirected,45313,,4
21894,82580,Undirected,45314,,4
21894,82581,Undirected,45315,,4
21894,84879,Undirected,45316,,3
21894,84978,Undirected,45317,,4
21894,84992,Undirected,45318,,4
21894,47504K,Undirected,45319,,4
21894,85099B,Undirected,45320,,2
21894,85135C,Undirected,45321,,4
21896,20914,Undirected,45326,,5
21896,21034,Undirected,45327,,2
21896,21212,Undirected,45330,,2
21896,21900,Undirected,45344,,4
21896,22078,Undirected,45345,,4
21896,22113,Undirected,45346,,2
21896,22138,Undirected,45347,,2
21896,22139,Undirected,45348,,3
21896,22173,Undirected,45349,,4
21896,22191,Undirected,45350,,6
21896,22197,Undirected,45351,,2
21896,22231,Undirected,45352,,4
21896,22285,Undirected,45353,,4
21896,22352,Undirected,45354,,4
21896,22379,Undirected,45355,,4
21896,22383,Undirected,45356,,4
21896,22424,Undirected,45357,,4
21896,22427,Undirected,45358,,4
21896,22429,Undirected,45359,,4
21896,22442,Undirected,45360,,4
21896,22443,Undirected,45361,,8
21896,22457,Undirected,45362,,2
21896,22467,Undirected,45363,,4
21896,22469,Undirected,45364,,3
21896,22470,Undirected,45365,,2
21896,22488,Undirected,45366,,6
21896,22507,Undirected,45367,,6
21896,22617,Undirected,45368,,4
21896,22624,Undirected,45369,,6
21896,22652,Undirected,45370,,4
21896,22666,Undirected,45371,,4
21896,22667,Undirected,45372,,4
21896,22720,Undirected,45373,,5
21896,22721,Undirected,45374,,4
21896,22722,Undirected,45375,,6
21896,22723,Undirected,45376,,4
21896,22835,Undirected,45377,,4
21896,22839,Undirected,45378,,4
21896,22855,Undirected,45379,,4
21896,22860,Undirected,45380,,4
21896,22861,Undirected,45381,,4
21896,22916,Undirected,45382,,4
21896,22917,Undirected,45383,,4
21896,22918,Undirected,45384,,4
21896,22919,Undirected,45385,,4
21896,22921,Undirected,45386,,4
21896,22925,Undirected,45387,,6
21896,22960,Undirected,45388,,4
21896,22961,Undirected,45389,,2
21896,22962,Undirected,45390,,4
21896,22963,Undirected,45391,,4
21896,22979,Undirected,45392,,6
21896,22980,Undirected,45393,,4
21896,22993,Undirected,45394,,3
21896,23133,Undirected,45395,,4
21896,23194,Undirected,45396,,4
21896,23198,Undirected,45397,,4
21896,23201,Undirected,45398,,4
21896,23243,Undirected,45399,,6
21896,23300,Undirected,45400,,10
21896,23301,Undirected,45401,,4
21896,23321,Undirected,45402,,2
21896,48194,Undirected,45403,,4
21896,82551,Undirected,45404,,4
21896,82578,Undirected,45405,,4
21896,82580,Undirected,45406,,4
21896,82581,Undirected,45407,,4
21896,82583,Undirected,45408,,4
21896,84763,Undirected,45409,,4
21896,84978,Undirected,45410,,6
21896,85174,Undirected,45411,,4
21896,15056BL,Undirected,45412,,6
21896,15056N,Undirected,45413,,4
21896,47504K,Undirected,45414,,4
21896,84078A,Undirected,45415,,4
21896,84279B,Undirected,45416,,4
21896,84459B,Undirected,45417,,4
21896,85099B,Undirected,45418,,2
21896,85123A,Undirected,45419,,2
21899,20914,Undirected,45431,,2
21899,21034,Undirected,45436,,6
21899,21080,Undirected,45438,,4
21899,21136,Undirected,45440,,4
21899,21212,Undirected,45451,,5
21899,21733,Undirected,45466,,4
21899,21900,Undirected,45476,,32
21899,21901,Undirected,45477,,40
21899,21902,Undirected,45478,,30
21899,21903,Undirected,45479,,8
21899,21907,Undirected,45480,,6
21899,21908,Undirected,45481,,12
21899,21928,Undirected,45482,,4
21899,21932,Undirected,45483,,4
21899,21936,Undirected,45484,,4
21899,21937,Undirected,45485,,4
21899,21947,Undirected,45486,,4
21899,21955,Undirected,45487,,4
21899,21977,Undirected,45488,,3
21899,21980,Undirected,45489,,6
21899,21986,Undirected,45490,,6
21899,21992,Undirected,45491,,4
21899,21993,Undirected,45492,,4
21899,22035,Undirected,45493,,4
21899,22077,Undirected,45494,,5
21899,22078,Undirected,45495,,4
21899,22079,Undirected,45496,,4
21899,22082,Undirected,45497,,4
21899,22084,Undirected,45498,,4
21899,22086,Undirected,45499,,4
21899,22090,Undirected,45500,,4
21899,22094,Undirected,45501,,4
21899,22110,Undirected,45502,,4
21899,22111,Undirected,45503,,4
21899,22112,Undirected,45504,,4
21899,22113,Undirected,45505,,4
21899,22114,Undirected,45506,,4
21899,22138,Undirected,45507,,3
21899,22139,Undirected,45508,,3
21899,22147,Undirected,45509,,4
21899,22150,Undirected,45510,,4
21899,22153,Undirected,45511,,4
21899,22154,Undirected,45512,,4
21899,22156,Undirected,45513,,4
21899,22158,Undirected,45514,,4
21899,22169,Undirected,45515,,4
21899,22170,Undirected,45516,,4
21899,22173,Undirected,45517,,8
21899,22178,Undirected,45518,,3
21899,22185,Undirected,45519,,4
21899,22189,Undirected,45520,,6
21899,22191,Undirected,45521,,6
21899,22197,Undirected,45522,,2
21899,22207,Undirected,45523,,4
21899,22219,Undirected,45524,,4
21899,22296,Undirected,45525,,4
21899,22297,Undirected,45526,,4
21899,22302,Undirected,45527,,4
21899,22303,Undirected,45528,,4
21899,22359,Undirected,45529,,4
21899,22361,Undirected,45530,,6
21899,22362,Undirected,45531,,4
21899,22367,Undirected,45532,,4
21899,22371,Undirected,45533,,6
21899,22383,Undirected,45534,,8
21899,22384,Undirected,45535,,6
21899,22386,Undirected,45536,,4
21899,22409,Undirected,45537,,4
21899,22411,Undirected,45538,,4
21899,22413,Undirected,45539,,10
21899,22418,Undirected,45540,,4
21899,22435,Undirected,45541,,4
21899,22439,Undirected,45542,,6
21899,22457,Undirected,45543,,4
21899,22470,Undirected,45544,,4
21899,22487,Undirected,45545,,8
21899,22499,Undirected,45546,,6
21899,22501,Undirected,45547,,4
21899,22502,Undirected,45548,,4
21899,22507,Undirected,45549,,4
21899,22517,Undirected,45550,,4
21899,22551,Undirected,45551,,4
21899,22553,Undirected,45552,,6
21899,22554,Undirected,45553,,10
21899,22556,Undirected,45554,,4
21899,22557,Undirected,45555,,4
21899,22558,Undirected,45556,,2
21899,22564,Undirected,45557,,4
21899,22571,Undirected,45558,,4
21899,22577,Undirected,45559,,5
21899,22578,Undirected,45560,,8
21899,22595,Undirected,45561,,4
21899,22602,Undirected,45562,,4
21899,22606,Undirected,45563,,4
21899,22607,Undirected,45564,,6
21899,22616,Undirected,45565,,6
21899,22621,Undirected,45566,,4
21899,22624,Undirected,45567,,4
21899,22626,Undirected,45568,,6
21899,22633,Undirected,45569,,8
21899,22637,Undirected,45570,,4
21899,22644,Undirected,45571,,4
21899,22646,Undirected,45572,,4
21899,22652,Undirected,45573,,8
21899,22654,Undirected,45574,,4
21899,22663,Undirected,45575,,4
21899,22665,Undirected,45576,,6
21899,22666,Undirected,45577,,6
21899,22667,Undirected,45578,,8
21899,22670,Undirected,45579,,4
21899,22673,Undirected,45580,,4
21899,22690,Undirected,45581,,4
21899,22701,Undirected,45582,,4
21899,22720,Undirected,45583,,7
21899,22721,Undirected,45584,,8
21899,22722,Undirected,45585,,6
21899,22723,Undirected,45586,,6
21899,22726,Undirected,45587,,6
21899,22727,Undirected,45588,,10
21899,22729,Undirected,45589,,4
21899,22734,Undirected,45590,,8
21899,22735,Undirected,45591,,4
21899,22736,Undirected,45592,,4
21899,22737,Undirected,45593,,4
21899,22739,Undirected,45594,,6
21899,22767,Undirected,45595,,4
21899,22776,Undirected,45596,,10
21899,22784,Undirected,45597,,4
21899,22795,Undirected,45598,,4
21899,22807,Undirected,45599,,4
21899,22835,Undirected,45600,,6
21899,22837,Undirected,45601,,4
21899,22846,Undirected,45602,,4
21899,22865,Undirected,45603,,4
21899,22866,Undirected,45604,,3
21899,22867,Undirected,45605,,4
21899,22895,Undirected,45606,,4
21899,22900,Undirected,45607,,4
21899,22907,Undirected,45608,,2
21899,22909,Undirected,45609,,2
21899,22910,Undirected,45610,,3
21899,22925,Undirected,45611,,4
21899,22926,Undirected,45612,,4
21899,22930,Undirected,45613,,4
21899,22937,Undirected,45614,,6
21899,22938,Undirected,45615,,4
21899,22940,Undirected,45616,,4
21899,22941,Undirected,45617,,4
21899,22960,Undirected,45618,,4
21899,22961,Undirected,45619,,6
21899,22962,Undirected,45620,,4
21899,22965,Undirected,45621,,4
21899,22979,Undirected,45622,,4
21899,22993,Undirected,45623,,2
21899,22994,Undirected,45624,,4
21899,22997,Undirected,45625,,4
21899,22999,Undirected,45626,,6
21899,23035,Undirected,45627,,4
21899,23065,Undirected,45628,,4
21899,23081,Undirected,45629,,4
21899,23100,Undirected,45630,,4
21899,23101,Undirected,45631,,6
21899,23102,Undirected,45632,,4
21899,23103,Undirected,45633,,12
21899,23118,Undirected,45634,,4
21899,23132,Undirected,45635,,6
21899,23133,Undirected,45636,,6
21899,23144,Undirected,45637,,4
21899,23146,Undirected,45638,,6
21899,23147,Undirected,45639,,4
21899,23176,Undirected,45640,,4
21899,23182,Undirected,45641,,4
21899,23196,Undirected,45642,,4
21899,23197,Undirected,45643,,6
21899,23198,Undirected,45644,,6
21899,23199,Undirected,45645,,4
21899,23200,Undirected,45646,,4
21899,23201,Undirected,45647,,6
21899,23202,Undirected,45648,,4
21899,23203,Undirected,45649,,4
21899,23209,Undirected,45650,,4
21899,23215,Undirected,45651,,4
21899,23228,Undirected,45652,,4
21899,23240,Undirected,45653,,4
21899,23252,Undirected,45654,,4
21899,23263,Undirected,45655,,6
21899,23265,Undirected,45656,,4
21899,23266,Undirected,45657,,6
21899,23284,Undirected,45658,,8
21899,23287,Undirected,45659,,4
21899,23298,Undirected,45660,,2
21899,23300,Undirected,45661,,4
21899,23301,Undirected,45662,,2
21899,23309,Undirected,45663,,4
21899,23319,Undirected,45664,,4
21899,23321,Undirected,45665,,2
21899,23322,Undirected,45666,,10
21899,23323,Undirected,45667,,4
21899,23328,Undirected,45668,,4
21899,23329,Undirected,45669,,4
21899,23332,Undirected,45670,,6
21899,23349,Undirected,45671,,4
21899,23350,Undirected,45672,,4
21899,23355,Undirected,45673,,4
21899,23356,Undirected,45674,,4
21899,23371,Undirected,45675,,4
21899,23393,Undirected,45676,,4
21899,23412,Undirected,45677,,6
21899,23439,Undirected,45678,,6
21899,23482,Undirected,45679,,4
21899,23493,Undirected,45680,,4
21899,23511,Undirected,45681,,4
21899,23515,Undirected,45682,,4
21899,23516,Undirected,45683,,4
21899,23559,Undirected,45684,,4
21899,35970,Undirected,45685,,4
21899,47566,Undirected,45686,,2
21899,48184,Undirected,45687,,4
21899,48194,Undirected,45688,,6
21899,82482,Undirected,45689,,4
21899,82551,Undirected,45690,,4
21899,82552,Undirected,45691,,8
21899,82578,Undirected,45692,,8
21899,82580,Undirected,45693,,10
21899,82581,Undirected,45694,,8
21899,82582,Undirected,45695,,4
21899,82583,Undirected,45696,,8
21899,82600,Undirected,45697,,6
21899,84755,Undirected,45698,,4
21899,84836,Undirected,45699,,3
21899,84879,Undirected,45700,,6
21899,84978,Undirected,45701,,10
21899,84987,Undirected,45702,,4
21899,84991,Undirected,45703,,6
21899,84992,Undirected,45704,,4
21899,85066,Undirected,45705,,6
21899,85150,Undirected,45706,,4
21899,85152,Undirected,45707,,12
21899,15056BL,Undirected,45708,,4
21899,15056N,Undirected,45709,,4
21899,47559B,Undirected,45710,,4
21899,72807A,Undirected,45711,,4
21899,72807B,Undirected,45712,,6
21899,72807C,Undirected,45713,,6
21899,82494L,Undirected,45714,,3
21899,84596B,Undirected,45715,,4
21899,84596F,Undirected,45716,,8
21899,84596G,Undirected,45717,,4
21899,84912A,Undirected,45718,,4
21899,85049C,Undirected,45719,,4
21899,85049E,Undirected,45720,,8
21899,85049G,Undirected,45721,,6
21899,85099B,Undirected,45722,,5
21899,85099C,Undirected,45723,,4
21899,85123A,Undirected,45724,,3
21900,20914,Undirected,45735,,3
21900,21034,Undirected,45740,,10
21900,21080,Undirected,45742,,3
21900,21136,Undirected,45745,,6
21900,21212,Undirected,45757,,5
21900,21733,Undirected,45784,,5
21900,21901,Undirected,45800,,34
21900,21902,Undirected,45801,,24
21900,21903,Undirected,45802,,6
21900,21905,Undirected,45803,,4
21900,21908,Undirected,45804,,12
21900,21912,Undirected,45805,,4
21900,21915,Undirected,45806,,4
21900,21930,Undirected,45807,,4
21900,21933,Undirected,45808,,4
21900,21967,Undirected,45809,,6
21900,21972,Undirected,45810,,4
21900,21974,Undirected,45811,,4
21900,21975,Undirected,45812,,4
21900,21977,Undirected,45813,,3
21900,21980,Undirected,45814,,4
21900,21985,Undirected,45815,,6
21900,21986,Undirected,45816,,6
21900,22077,Undirected,45817,,3
21900,22079,Undirected,45818,,6
21900,22084,Undirected,45819,,4
21900,22086,Undirected,45820,,4
21900,22090,Undirected,45821,,4
21900,22091,Undirected,45822,,8
21900,22093,Undirected,45823,,4
21900,22095,Undirected,45824,,8
21900,22097,Undirected,45825,,4
21900,22100,Undirected,45826,,4
21900,22109,Undirected,45827,,4
21900,22111,Undirected,45828,,3
21900,22112,Undirected,45829,,5
21900,22113,Undirected,45830,,7
21900,22114,Undirected,45831,,4
21900,22115,Undirected,45832,,6
21900,22138,Undirected,45833,,4
21900,22139,Undirected,45834,,4
21900,22147,Undirected,45835,,4
21900,22150,Undirected,45836,,4
21900,22154,Undirected,45837,,4
21900,22156,Undirected,45838,,4
21900,22158,Undirected,45839,,6
21900,22169,Undirected,45840,,4
21900,22170,Undirected,45841,,4
21900,22173,Undirected,45842,,10
21900,22178,Undirected,45843,,4
21900,22185,Undirected,45844,,4
21900,22186,Undirected,45845,,4
21900,22189,Undirected,45846,,8
21900,22191,Undirected,45847,,6
21900,22197,Undirected,45848,,3
21900,22219,Undirected,45849,,6
21900,22283,Undirected,45850,,4
21900,22294,Undirected,45851,,4
21900,22296,Undirected,45852,,6
21900,22297,Undirected,45853,,6
21900,22306,Undirected,45854,,4
21900,22349,Undirected,45855,,4
21900,22361,Undirected,45856,,4
21900,22367,Undirected,45857,,4
21900,22382,Undirected,45858,,4
21900,22383,Undirected,45859,,4
21900,22384,Undirected,45860,,4
21900,22411,Undirected,45861,,2
21900,22412,Undirected,45862,,4
21900,22413,Undirected,45863,,6
21900,22417,Undirected,45864,,4
21900,22429,Undirected,45865,,6
21900,22431,Undirected,45866,,4
21900,22435,Undirected,45867,,4
21900,22439,Undirected,45868,,4
21900,22443,Undirected,45869,,4
21900,22456,Undirected,45870,,4
